internship_title,company_name,location,start_date,duration,stipend,required_skills
Curriculum Development,Educate Girls,Mumbai,Immediately,6 Months,"₹ 15,000-17,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Digital Marketing,Audi Mumbai West,Mumbai,Immediately,6 Months,"₹ 15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Social Work,INDIA Redefined,Work From Home,Immediately,6 Months,Unpaid,"Communication, Community Outreach, Project Management, Teamwork, Time Management"
Lead HR (Admin),Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Teamwork, Time Management"
HR,WWF India,Delhi,Immediately,6 Months,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Content Creation & Ideation,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Teamwork, Time Management"
Operations,Sanghvi Beauty & Technologies Private Limited (MyGlamm),Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Technical Finance,Thomas Cook,Mumbai,Immediately,6 Months,"₹ 6,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Campus Ambassador,Unacademy,Work From Home,Immediately,6 Months,Performance Based,"Teamwork, Time Management"
Media And Social Media Management,Aam Aadmi Party,Delhi,Immediately,6 Months,Unpaid,"Communication, Community Outreach, Project Management, Teamwork, Time Management"
Digital Media Monitoring/Content Analytics,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Human Resources (HR),Alkegen India Private Limited,Pune,Immediately,6 Months,"₹ 3,000 /month","Teamwork, Time Management"
Digital And Cartoon Artist,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Teamwork, Time Management"
Content Marketing,IIT Bombay,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Social Media Research/Scouting,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Communication, Community Outreach, Project Management, Teamwork, Time Management"
Human Resources (HR),Ambit Private Limited,Mumbai,Immediately,6 Months,"₹ 20,000 /month","Teamwork, Time Management"
Business Development (Sales),MakeMyTrip,Gurgaon,Immediately,3 Months,"₹ 10,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Video Making/Editing,Aam Aadmi Party,Work From Home,Immediately,3 Months,Unpaid,"Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Social Work,INDIA Redefined,Work From Home,Immediately,3 Months,Unpaid,"Communication, Community Outreach, Project Management, Teamwork, Time Management"
YouTube Marketing,Saregama India Limited,Chennai,Immediately,3 Months,"₹ 5,000-10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Marketing,Cuberoutes,Chennai,Immediately,3 Months,"₹ 12,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Marketing (Sunburn),BookMyShow,Mumbai,Immediately,3 Months,"₹ 7,500 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Content Developement (DIY Videos),K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
US Sales Process (Female),Gigde Global Solutions Private Limited,Noida,Immediately,3 Months,"₹ 15,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Chartered Accountancy (CA),H S SABHARWAL & Co,Dehradun,Immediately,3 Months,"₹ 3,000-5,000 /month","Teamwork, Time Management"
Content Writing (Education),K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Computer Operations,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Marketing,MAG Finserv,Pune,Immediately,3 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Graphic Design,Trivy Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 2,500 /month","Teamwork, Time Management"
Project Management,HappiMynd,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month","Teamwork, Time Management"
Creative Design,Soyu,Hyderabad,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Subject Matter Expert (Mathematics) - Doubt Solving,LearnAsYouGo Private Limited,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month","Teamwork, Time Management"
Content Writing (Art & Craft),K4 Media & Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Teamwork, Time Management"
Content Writing (Fashion & Lifestyle),K4 Media & Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Teamwork, Time Management"
Social Entrepreneurship,Hamari Pahchan NGO,Work From Home,Immediately,3 Months,10% of Revenue Generated,"Communication, Community Outreach, Project Management, Teamwork, Time Management"
Web Development,Celebrare,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Web Content Development,Hex Wireless Private Limited,Work From Home,Immediately,3 Months,"₹ 12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Video Editing,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
UI/UX Design,QuadB Tech,Ludhiana,Immediately,3 Months,"₹ 15,000-25,000 /month","Teamwork, Time Management"
Digital Marketing,TopLine Vision,Bangalore,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Data Entry,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Business Development (Sales),Rentkar-Switch To Share,Mumbai,Immediately,3 Months,"₹ 12,000-14,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Brand Management,Born High Digital,Gurgaon,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
HR And Market Research,Stellar Search,Gurgaon,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
Civil Engineering,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Architecture,Digipplus,Work From Home,Immediately,3 Months,"₹ 25,000-30,000 /month","Teamwork, Time Management"
Business Development Management,Trivy Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 /month +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Digital Marketing (Meme & Carousel Making),Lawtech,Work From Home,Immediately,3 Months,"₹ 6,000-8,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
UI/UX Design,Radhika Kapoor,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Graphic Design,AnthroFit Lifesciences Co,Work From Home,Immediately,3 Months,"₹ 4,000-6,000 /month","Teamwork, Time Management"
General Management,Adore Earth,Work From Home,Immediately,3 Months,"₹ 4,000 /month","Teamwork, Time Management"
Legal Content Curation,Lawtech,Work From Home,Immediately,3 Months,"₹ 6,000-8,000 /month","Teamwork, Time Management"
Talent Acquisition,TopHire,Work From Home,Immediately,3 Months,"₹ 5,000-15,000 /month","Teamwork, Time Management"
English Content Curation (IELTS),Lawtech,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Field And Digital Marketing,Mehta Poly Boards,Mumbai,Immediately,3 Months,"₹ 9,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Content Marketing,Ciera Advisors LLP,Mumbai,Immediately,3 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Digital Marketing,Mars Elevator,Gurgaon,Immediately,3 Months,"₹ 15,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Field Sales,Aadiananta Enterprises PVT Ltd,Delhi,Immediately,3 Months,"₹ 10,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Human Resources (HR),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
Accounts And Audit,IRA Consulting,Mumbai,Immediately,3 Months,"₹ 7,500 /month","Teamwork, Time Management"
YouTube SEO,"Manjita Osta (Melbourne Airport, Australia)",Work From Home,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Quality Analytics,Organikness Pvt. Ltd.,Hyderabad,Immediately,3 Months,"₹ 7,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Human Resources (HR),Six Ladders,Mumbai,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Growth Hacking,Hotnot,Mumbai,Immediately,3 Months,"₹ 2,000 /month +  Incentives","Teamwork, Time Management"
Human Resources (HR),AICS Consultancy Service Private Limited,Noida,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Purchase Management,PatilKaki,Navi Mumbai,Immediately,3 Months,"₹ 8,000 /month","Teamwork, Time Management"
Telecalling & Administration,Safe2Go Digisolutions Private Limited,Jaipur,Immediately,3 Months,"₹ 6,000-10,000 /month","Teamwork, Time Management"
Furniture/Product Design,The Wood Shaping Company,Jaipur,Immediately,3 Months,"₹ 5,000 /month +  Incentives","Teamwork, Time Management"
Inside Sales,RankItRight Media,Bangalore,Immediately,3 Months,"₹ 20,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Business Development (Sales),Avataryug,Mumbai,Immediately,3 Months,"₹ 10,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Video Making/Editing,Stax Media,Delhi,Immediately,3 Months,"₹ 10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Growth (Marketing),Amigobulls,Bangalore,Immediately,3 Months,"₹ 8,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Corporate Sales,Blue Rose Publishers,Delhi,Immediately,3 Months,"₹ 22,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Travel Research And Data Entry,Yuyiii Stays And Travels Private Limited,Bangalore,Immediately,3 Months,"₹ 6,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Marketing,DBG TECH SOLUTIONS,Mumbai,Immediately,3 Months,"₹ 8,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Sales executive,Ilahi Travels Experiences Pvt. Ltd.,Delhi,Immediately,3 Months,"₹ 10,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Teaching (Python/Java/C++/Kotlin/Go/Javascript/Swift/Scala/Ruby),SR University,Warangal,Not specified,3 Months,"₹ 20,000-40,000 /month","Data Structures, Git, Java, OOPs, Problem Solving, Python, Teamwork, Time Management"
Coordination,National Centre For The Performing Arts,Mumbai,Immediately,3 Months,"₹ 17,000 /month","Teamwork, Time Management"
Admission Counseling,DGguru Learning Solutions Private Limited (MentorKart),Noida,Immediately,3 Months,"₹ 15,000 /month","Teamwork, Time Management"
E-Commerce Marketing,A Big Indian Story,Pune,Immediately,3 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Influencer Marketing,Confluencr,Bangalore,Immediately,3 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Graphic Design,GoMechanic,Gurgaon,Immediately,3 Months,"₹ 10,000-12,000 /month","Teamwork, Time Management"
Video Making/Editing,GoMechanic,Gurgaon,Immediately,3 Months,"₹ 10,000-15,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Graphic Design,Stax Media,Delhi,Immediately,3 Months,"₹ 7,000-10,000 /month","Teamwork, Time Management"
Digital Marketing,CHALKSNBOARD Private Limited,Gurgaon,Immediately,3 Months,"₹ 5,000-15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Customer Support,IB Cricket,Hyderabad,Immediately,3 Months,"₹ 15,000-25,000 /month","Teamwork, Time Management"
Digital Marketing,Shi-Liv Co-living,Bangalore,Immediately,3 Months,"₹ 5,000-10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Content Development (English),Hunt Digital Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Probability,Digipplus,Work From Home,Immediately,3 Months,"₹ 25,000-30,000 /month","Teamwork, Time Management"
Video Making/Editing,Hunt Digital Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Java Development,FynTune Solution Private Limited,Navi Mumbai,Immediately,3 Months,"₹ 15,000 /month","CSS, Data Structures, Git, HTML, Java, JavaScript, OOPs, Problem Solving, Responsive Design, Teamwork, Time Management"
Credit Analytics,Ambient Consultancy,Mumbai,Immediately,3 Months,"₹ 10,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Trainer (Teaching VLSI Front-end Designing Or VLSI Back-end Designing Course),SURE Trust,Work From Home,Immediately,3 Months,Unpaid,"Data Preprocessing, Machine Learning, Python, Scikit-learn, Teamwork, Time Management"
Fundraising/Crowdfunding,NayePankh Foundation,Work From Home,Immediately,3 Months,Unpaid,"Data Preprocessing, Machine Learning, Python, Scikit-learn, Teamwork, Time Management"
Psychology ( Marketing),HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-3,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Event Management,Tech Analogy,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month","Teamwork, Time Management"
Graphic Design,Creatiwise,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month","Teamwork, Time Management"
Product Management,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month","Teamwork, Time Management"
Graphic Design,Creatiwise,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month","Teamwork, Time Management"
Social Work,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid,"Communication, Community Outreach, Project Management, Teamwork, Time Management"
IPad Art,Lawtech,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Torchbearer Impact Program,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum","Teamwork, Time Management"
Technical Architecture,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000-20,000 /month","Teamwork, Time Management"
